condition,trial,true_rho,true_t,true_h,true_w1,true_w2,true_w3,true_rotation_shift,pred_rho,pred_t,pred_h,pred_w1,pred_w2,pred_w3,pred_rotation_shift,equal_pred_rho,equal_pred_t,equal_pred_h,equal_pred_rotation_shift,geometry_mae,weight_mae,weighted_fit_rmse,equal_weight_baseline_fit_rmse,weighted_fit_improvement_factor
full_clean,0,0.12404299613835927,0.6548448394158368,1.3701729460310121,0.4008171232372844,0.28851565587328465,0.310667220889431,31,0.1233224502069799,0.24309515713387714,1.1921560120834886,0.4396098941440175,0.30400103283528795,0.2563890730206945,0,0.12619265153670234,-0.2814036836620496,1.4372705542270698,7,0.018886146508999047,0.03618543191249096,0.0008220842977336101,0.0010248795637896634,1.2466842714489694
full_clean,1,0.0788117977746861,0.5445740923991096,1.2389380808462829,0.4976306583262181,0.36652497239062654,0.13584436928315535,8,0.09225124112319426,-0.4467186930624208,0.9686739205115714,0.22114566575195266,0.5252728765532894,0.25358145769475804,45,0.18185090666821893,0.5388443432866283,0.6793532307562775,35,0.01085402903957669,0.09691953775911594,0.001080002289250586,0.0037072968469888654,3.4326749895700317
full_clean,2,0.09310588112310218,0.4956311238608086,1.2078125459325237,0.10911716524804906,0.2295613382963992,0.6613214964555518,51,0.12650763329165376,0.48449379294983924,1.0568549486496746,0.10141484038625943,0.17948542721973598,0.7190997323940045,52,0.08952555648211018,-0.604482225595504,0.6392216083528522,40,0.04841239827433344,0.038518823958968496,0.00034684162678266507,0.0012034277696857238,3.469675139194885
full_clean,3,0.21152326456784507,-0.41760793610772157,1.3142087963445774,0.4507851936670862,0.36098313828141143,0.18823166805150243,28,0.16705331963546702,0.4402835828066992,1.3897293562251798,0.40187042291897146,0.11201705312486451,0.486112523956164,53,0.21472018130540177,0.6431500059987969,0.574662504364543,57,0.09261226731210305,0.19858723726977442,0.0017923227023408255,0.018017824288393183,10.052779147896404
full_clean,4,0.13685395222736896,-0.3886999108611995,1.4017496829233251,0.3984959471790758,0.3932514830989025,0.2082525697220216,33,0.07359569235119753,-0.31406043309395393,1.4194874034464686,0.7754075901648156,0.21320228708628558,0.011390122748898779,34,0.1079087074534189,0.485167250410328,0.9577494172273753,60,0.11581659785686448,0.2512744286571598,0.0014782031070008196,0.000793571611432054,0.5368488319863977
full_clean,5,0.15025804681807897,0.6561457551500105,0.7063490534682405,0.33614091580432426,0.22808310230443854,0.43577598189123723,13,0.17580279604404145,0.22812869895112844,0.6024002767122572,0.4263164099076426,0.15035394390255608,0.4233296461898013,13,0.21472018130540177,0.6431500059987969,0.574662504364543,15,0.04507770995516342,0.06011699606887891,0.0005006622110163139,0.0033466961135298506,6.684539076229181
full_clean,6,0.15915950280838456,-0.44943938855086346,0.7035371040038597,0.5352309820482898,0.106146057480681,0.3586229604710292,38,0.12100413766049252,-0.1576674836771944,1.347722891086223,0.585978838990194,0.20334985211594656,0.21067130889385946,39,0.18185090666821893,0.5388443432866283,0.6793532307562775,5,0.05596145866403234,0.09863443438477985,0.0008596498893904175,0.0031911563204307016,3.7121581236909926
full_clean,7,0.0710685206152578,0.07190672461988402,0.9881160172974828,0.19332465535972268,0.3226690000991888,0.48400634454108854,45,0.06041408058013985,0.626709075490201,1.1456637714562565,0.2100550535354474,0.5428935247429776,0.24705142172157502,4,0.08338726997404958,-0.5710957065371663,0.6058678452471691,37,0.02048367200277455,0.15796994854634236,0.0005870926033750943,0.0010526472273090803,1.7929832896166509
full_clean,8,0.14533851404351483,0.08989039580586408,0.5563741752509338,0.4268854543194042,0.03373245649957455,0.5393820891810212,36,0.1034474490424841,0.4130377954051476,0.6331771948985838,0.5975237191573983,0.245253037953687,0.15722324288891468,8,0.1733598633408338,0.6797689091620738,0.7770409460941102,37,0.05572304883364695,0.25477256419473765,0.000478967172749647,0.0030154013027216043,6.295632507361281
full_clean,9,0.10468074852697609,-0.1382530240389448,0.9039578286692862,0.21972395950424278,0.454955189600506,0.32532085089525115,59,0.07466689063142387,0.2829857682764112,1.155537330651714,0.051272076891878134,0.0920498584366197,0.8566780646715021,49,0.07453020749727052,0.2404751400300519,1.2739036163556194,56,0.03748531610344962,0.3542381425175007,0.001063733546411182,0.0008918900482712266,0.8384524971317113
full_clean,10,0.17597298562181676,0.11183519644152519,1.2765050253309196,0.22236724745135159,0.2400841103472659,0.5375486422013824,28,0.16594561122757204,0.22935145751013244,1.2284729872087434,0.2069216600740621,0.2912859979793694,0.5017923419465685,28,0.21472018130540177,0.6431500059987969,0.574662504364543,38,0.02084752448268501,0.03413459175473563,0.0009520485411734488,0.006686865956526213,7.023660735075867
full_clean,11,0.1613639719889105,-0.2074159386400366,1.0052973578152335,0.024300520568751156,0.5086449614190987,0.46705451801215014,13,0.1650042887954095,-0.5404393393755749,1.1354833278320084,0.22370604807355782,0.5974794168367726,0.1788145350896696,9,0.21472018130540177,0.6431500059987969,0.574662504364543,1,0.02465806852271012,0.19215998861498707,0.0009025017113575197,0.01144952910871909,12.686434789688105
full_clean,12,0.21871303525786018,0.6035660149766559,0.7167380588495682,0.11114327023385392,0.1836287555357693,0.7052279742303768,42,0.12525706382156568,0.5958046588603231,0.7988720325055517,0.217456744139275,0.20567325612496282,0.5768699997357623,44,0.1389156333168707,0.40215488231057533,0.6605663986418447,44,0.13817867480536583,0.08557198299640971,0.001328848882441685,0.0010517583163890268,0.7914807547239534
full_clean,13,0.1779840325918987,-0.6693849482000156,1.359667423082762,0.12221565730000039,0.36614192447916777,0.5116424182208319,24,0.16913586059809296,-0.6351806702146198,0.6826720110108936,0.35259941269437123,0.5185640718769737,0.12883651542865504,48,0.21472018130540177,0.6431500059987969,0.574662504364543,42,0.07311061613132963,0.25520393519478457,0.002397334672404811,0.0228048061018462,9.512566753548127
full_clean,14,0.10069657162467496,0.5443307566187067,0.9042003569654351,0.7354836354654574,0.20348442933740413,0.06103193519713851,51,0.1517466884548377,-0.004367813997286673,1.3786628838684734,0.09246867496649386,0.7979786353287575,0.10955268970474874,25,0.12030023563766086,0.693289695856958,0.5736744658050448,16,0.11227812677973364,0.0740105029139402,0.00035403140678056804,0.001763670025284892,4.9816767425327075
full_clean,15,0.11876571243745639,-0.6737574576333284,1.022660318075017,0.3983387632886319,0.36587635868179263,0.23578487802957543,25,0.12525706382156568,0.5958046588603231,0.7988720325055517,0.217456744139275,0.20567325612496282,0.5768699997357623,49,0.12030023563766086,0.693289695856958,0.5736744658050448,53,0.01258231885332769,0.22739008113745784,0.001333840789846989,0.0010302643602675711,0.7724042990061486
full_clean,16,0.17820971574240999,-0.18634174566751838,1.3532719994546318,0.402711327760141,0.11889547458018601,0.4783931976596729,12,0.17275395663547777,-0.37250957943010315,0.8918093272657547,0.09253546751596717,0.5486931623771032,0.3587713701069296,30,0.21472018130540177,0.6431500059987969,0.574662504364543,20,0.04820356779947236,0.09732122307797479,0.0026789774280236663,0.013331944295423965,4.976504899206709
full_clean,17,0.07114446450497634,0.48696598131066277,0.7424617194521815,0.3136145316450615,0.09627393598438919,0.5901115323705494,45,0.08657220383948636,0.3448300179022064,1.3091286278410883,0.2630063948837539,0.4306764120615764,0.3063171930546697,55,0.09531399876759057,0.3667219809086973,0.6569245041771288,42,0.04587326313811433,0.1891962262105864,0.0007100233935209829,0.000935133613277803,1.317046201309658
full_clean,18,0.19435343233219196,0.52862785841459,0.994621518856045,0.26558060228436187,0.509022680763381,0.22539671695225716,22,0.17275395663547777,-0.37250957943010315,0.8918093272657547,0.09253546751596717,0.5486931623771032,0.3587713701069296,23,0.21472018130540177,0.6431500059987969,0.574662504364543,14,0.09270433075411222,0.11536342317892978,0.002738001034085481,0.014840646507840354,5.420248686208869
full_clean,19,0.21728428632057475,0.29429834917335873,1.3244507718738903,0.18761117877007397,0.12682298995343763,0.6855658312764884,44,0.19465905741029485,-0.5961102292559752,0.9687211858168433,0.6008412938603191,0.1920343326996236,0.20712437344005724,20,0.21472018130540177,0.6431500059987969,0.574662504364543,51,0.06865564332133096,0.31896097189095407,0.0014871532888413612,0.003591241378195059,2.414842777231787
full_clean,20,0.2103005097229276,0.2938315308181532,1.323139414837734,0.1622408832791049,0.5230568540298746,0.31470226269102053,36,0.1963109675637856,0.27836948761915653,1.3913139663953054,0.06621430535439572,0.43118176099908173,0.5026039336465224,10,0.21472018130540177,0.6431500059987969,0.574662504364543,24,0.017988652091933382,0.1252677806370013,0.0015664204553350503,0.018666490781005105,11.916654125288748
full_clean,21,0.1966745743072272,0.04915447798308825,1.3136316841020108,0.4634408614048446,0.08271733949393881,0.4538417991012166,5,0.1692874299938017,0.3185021123964474,0.9445844196310798,0.37153241504718143,0.3666776397893538,0.2617899451634647,12,0.19098793498687638,0.3367253911837018,1.2962237870287379,10,0.0775337547206244,0.18930686686360998,0.0007491967144868858,0.0013044624379853905,1.7411481027099782
full_clean,22,0.17567820569017922,0.557120105722711,0.559252207492658,0.4966432669878003,0.3917135905919456,0.11164314242025414,29,0.17275395663547777,-0.37250957943010315,0.8918093272657547,0.09253546751596717,0.5486931623771032,0.3587713701069296,2,0.21472018130540177,0.6431500059987969,0.574662504364543,57,0.02559984163673353,0.19945208205065226,0.0018894526064498116,0.013430862829084093,7.108335389433251
full_clean,23,0.07925976451646584,0.542537963546574,0.7801749046804877,0.22448823602345364,0.7310074642941081,0.044504299682438186,1,0.08657220383948636,0.3448300179022064,1.3091286278410883,0.2630063948837539,0.4306764120615764,0.3063171930546697,4,0.08952555648211018,-0.604482225595504,0.6392216083528522,38,0.03171553027488555,0.2002207014883545,0.0007121467329516605,0.0006393320648116029,0.8977532792458935
full_clean,24,0.09257128689335514,-0.05897143575938046,1.4356970150767214,0.7690337075331861,0.1482384710620645,0.08272782140474938,9,0.08657220383948636,0.3448300179022064,1.3091286278410883,0.2630063948837539,0.4306764120615764,0.3063171930546697,48,0.08952555648211018,-0.604482225595504,0.6392216083528522,18,0.015613470100836154,0.22557153031440647,0.0006108877848199743,0.0009810024048930845,1.6058635141676327
full_clean,25,0.1603744177867111,0.6593265226482014,0.8854624369911224,0.2927390188669068,0.5867695125110531,0.12049146862204008,49,0.15738964844804043,0.6680906334697596,0.6758750856540645,0.2934774626260355,0.559607359573979,0.14691517779998553,49,0.21472018130540177,0.6431500059987969,0.574662504364543,42,0.019324078510908272,0.018108101958049443,0.000551634197894802,0.00615687803446663,11.161160888797475
full_clean,26,0.06589806791237651,-0.011647324251779034,1.1925249482788791,0.15197082417788765,0.6594743095825124,0.18855486623959994,21,0.06041408058013985,0.626709075490201,1.1456637714562565,0.2100550535354474,0.5428935247429776,0.24705142172157502,22,0.08338726997404958,-0.5710957065371663,0.6058678452471691,55,0.01978729242674029,0.07772052322635654,0.00040739329298026156,0.0006874570093307222,1.6874529384165142
full_clean,27,0.1852144254832223,-0.6480961451386084,1.3344076598523569,0.04948033645173849,0.39114481183284816,0.5593748517154133,27,0.1690003711601193,-0.1776204310548846,1.2375574129161833,0.4924615098241307,0.4693056672468797,0.03823282292898955,19,0.21472018130540177,0.6431500059987969,0.574662504364543,46,0.04699020151477751,0.3474280191909492,0.0027098515026999707,0.023878749864034793,8.811829666770711
full_clean,28,0.0966036099077964,0.13130948647196536,1.2362004425951947,0.3595455038106527,0.6046354910940449,0.035819005095302336,28,0.1014874752641435,0.14724898162829278,1.263298620158715,0.2788879569257081,0.5719702308805518,0.14914181219374012,30,0.1733598633408338,0.6797689091620738,0.7770409460941102,23,0.009933423766317442,0.07554853806562517,0.0006493145947849791,0.003116498333505335,4.799673930842976
full_clean,29,0.17141261333720215,0.20237140880460724,1.1412611267115198,0.37166402452685043,0.3215524066065229,0.30678356886662667,2,0.0880152688093921,0.14774653390535564,0.7842136384006168,0.4369980577789851,0.18952822049854642,0.3734737217224684,3,0.1303914316067376,0.1569217398301579,1.228040269008875,1,0.15511397703196453,0.0880161240719843,0.0018981891158175177,0.0017676821604952124,0.9312466001228238
full_clean,30,0.13141344666657148,-0.29037359290491577,0.8815088704866885,0.5196372936888487,0.2539884713821905,0.2263742349289608,31,0.20607715248246597,-0.2590748635591058,1.3029932329651888,0.25439688007482897,0.07204451695857018,0.6735586029666009,52,0.21472018130540177,0.6431500059987969,0.574662504364543,61,0.15917963627504822,0.2981229120250934,0.0011230149389605253,0.0045039589717968224,4.010595777083549
full_clean,31,0.07632436039098944,0.5526461538773705,0.8774110046998054,0.4092348349572317,0.1606890221956039,0.43007614284716444,46,0.1517466884548377,-0.004367813997286673,1.3786628838684734,0.09246867496649386,0.7979786353287575,0.10955268970474874,58,0.12550721038340396,0.2751724364865805,0.6004133088361727,42,0.15215070101610215,0.2591625335810172,0.0009471283907100389,0.0018296381537274498,1.9317741624826756
full_clean,32,0.09949070125001859,-0.30895159285565527,1.0220296174453138,0.0773519403033178,0.5994379960998292,0.323210063596853,0,0.08284511806209055,0.2169877939015671,1.150665944470464,0.521540518021266,0.1180619865340466,0.3603974954446874,21,0.13876488094254377,-0.6617454695106213,0.6116003847625688,32,0.022400727989740982,0.05193165205237547,0.0004888354144413947,0.002884312571645368,5.900375640626097
full_clean,33,0.19490351892391447,-0.04589871626753452,1.389900108909078,0.15209269527019909,0.5785221611044943,0.26938514362530663,15,0.17522236294316615,-0.3442166190816761,1.328908895727541,0.2459185562856482,0.47677127286888404,0.2773101708454678,13,0.21472018130540177,0.6431500059987969,0.574662504364543,4,0.038699481901482556,0.06783392549040683,0.0013391603804704952,0.015241257216212582,11.381203803877307
full_clean,34,0.08284505036907801,0.4801299144258892,1.393213988399865,0.47870665829830333,0.11219039903546374,0.409102942666233,21,0.1131118079657632,-0.35762924765752657,0.8754289347007057,0.44357650051878106,0.2529860729812598,0.30343742649995914,26,0.08952555648211018,-0.604482225595504,0.6392216083528522,33,0.0552130197342379,0.09386378263053073,0.0005073249103567686,0.0008752207433326997,1.72516808354081
full_clean,35,0.10484111356947341,0.4716725043491469,0.5736304042919508,0.13014909104318736,0.3931066301775717,0.4767442787792409,38,0.06903957202126458,0.0920955372852029,0.9260305168609582,0.20804681316604717,0.27673553665588635,0.5152176501780665,38,0.08999362460752484,0.06810120959510617,0.7308046326570682,40,0.048706470724829365,0.07758072901445692,0.00041731509762913055,0.000648923135863826,1.5549955885864601
full_clean,36,0.0983281012359989,-0.5106087673559188,1.1515646007769682,0.0881181802504294,0.6539530850368652,0.2579287347127054,50,0.08326441572366651,0.4255908653136598,0.582463986868075,0.5496302286013162,0.21224424837143252,0.23812552302725132,11,0.13876488094254377,-0.6617454695106213,0.6116003847625688,18,0.047863685090650775,0.08275071208066875,0.000892097343103311,0.001964827287113029,2.202480819277015
full_clean,37,0.17345937842545622,0.06288197995115061,1.4472743349955572,0.518886351998689,0.4552461128096986,0.025867535191612334,7,0.1690003711601193,-0.1776204310548846,1.2375574129161833,0.4924615098241307,0.4693056672468797,0.03823282292898955,7,0.21472018130540177,0.6431500059987969,0.574662504364543,34,0.026547505350542493,0.017616561449705543,0.0007618212358658738,0.024795581691644742,32.54776911470902
full_clean,38,0.1517261627385944,0.5794909558736469,0.8176653372455189,0.19123299697183926,0.6105030813316107,0.19826392169655005,3,0.14110671909074327,0.2924475554599834,1.1925289808285915,0.19531432310976388,0.6720715101688967,0.13261416672133952,3,0.1821681748931911,-0.47563235311113544,0.6694547540123024,39,0.033036432835675596,0.04376650331680704,0.0012458638857751005,0.002797615485063336,2.245522578353598
full_clean,39,0.19103792360726232,-0.1214699237626339,1.355750430609021,0.2274267864218449,0.6020219049407302,0.17055130863742496,60,0.17275395663547777,-0.37250957943010315,0.8918093272657547,0.09253546751596717,0.5486931623771032,0.3587713701069296,61,0.21472018130540177,0.6431500059987969,0.574662504364543,51,0.07005882716635141,0.12548004097966978,0.0008991897550492859,0.01398175280663559,15.549279479801491
full_noisy,0,0.14822111627023665,-0.6038200193221063,0.7282549642072231,0.23749323938410094,0.3029255454342566,0.45958121518164247,11,0.15378389553222468,-0.5318559518468784,0.8139987692047493,0.0977128364346994,0.277338664434733,0.6249484991305676,10,0.19206235481473535,-0.377016723843952,0.6427866062601602,12,0.012779550696251751,0.11024485596595009,0.0029400317518044838,0.003887398443681137,1.3222300886020004
full_noisy,1,0.07313755888845289,0.283385479099378,0.6890967009560346,0.4124552024020931,0.2607557219942524,0.3267890756036545,37,0.07243673994644748,0.16827404434170323,0.6186637315027095,0.30248075864106216,0.31050053103383873,0.3870187103250991,31,0.08821444618286038,-0.20274495330259334,0.7896595271312484,24,0.004851984415347575,0.07331629584068729,0.0016381293130476868,0.0023814943770118133,1.4537890006870824
full_noisy,2,0.06914642724697229,-0.10942484294271798,1.1115243609519898,0.2017324166167641,0.5878667268705257,0.21040085651271023,57,0.06072316857684043,0.6416616077936186,1.4199534678112298,0.43343322649355076,0.5388436100523941,0.027723163454055122,53,0.12030023563766086,0.693289695856958,0.5736744658050448,48,0.023276174182349663,0.15446720658452442,0.002732533983642227,0.0034364599711335527,1.257609234397537
full_noisy,3,0.13228892763370725,-0.5715043988314902,1.4062754929782975,0.20787336507416534,0.6359313162655847,0.15619531866024994,34,0.21734248476761497,-0.045257615086343024,1.4389597798595515,0.1102585632269088,0.17219921994766452,0.7175422168254266,13,0.20049632174913917,0.5535149317932143,0.6783981610296312,24,0.15284229356940646,0.3742312654434512,0.0015046001949665234,0.006096817470447544,4.052117958540604
full_noisy,4,0.19917435751359178,-0.16439758958924186,1.252856548263789,0.2992771310242203,0.21202839077862926,0.4886944781971504,1,0.1744896635379765,-0.4425732091902054,1.3752141958799964,0.4992429274814376,0.32763675888889215,0.17312031362967023,46,0.21472018130540177,0.6431500059987969,0.574662504364543,12,0.03249653217832075,0.21038277637832015,0.005127195590939359,0.013361225269171533,2.605951934578647
full_noisy,5,0.18642564471146103,-0.18471419636869632,0.6363905208827726,0.1444630269688469,0.16358211859085983,0.6919548544402933,32,0.11668450121617292,0.06057372476598461,0.9853202953507104,0.2618729706188635,0.3660026206979103,0.3721244086832262,33,0.10804290746043468,-0.1855721284972699,0.5783710088393523,31,0.08507746649107217,0.21322029717137803,0.0031890352846004385,0.0023832674656012252,0.7473317956404582
full_noisy,6,0.060984788810788115,-0.3313451502306299,0.7285894608428525,0.13686909709254746,0.5803865520021741,0.2827443509052784,41,0.08124977221932901,0.19825874447697941,0.9114757339815566,0.3075718969687042,0.29349284977413725,0.3989352532571585,24,0.12481235686717318,0.3114419035083693,0.815212341086216,27,0.03620679260197749,0.18187643668897993,0.0010652525323121848,0.0020502291528033947,1.924641425966168
full_noisy,7,0.10170811745549949,0.6427068789466683,0.7822313230837149,0.44176741556116633,0.11231684932312706,0.44591573511570654,45,0.15378389553222468,-0.5318559518468784,0.8139987692047493,0.0977128364346994,0.277338664434733,0.6249484991305676,25,0.19206235481473535,-0.377016723843952,0.6427866062601602,27,0.08093602057503219,0.11935517600990736,0.0021696156541949644,0.005325874048233018,2.454754618835557
full_noisy,8,0.17776017192885882,0.005576480176797993,1.2651365444058176,0.12427275931334708,0.2815548775755626,0.5941723631110905,63,0.13797712210964294,0.0851260021186299,1.4154238492879823,0.12234146503396871,0.33499664598557444,0.5426618889804569,63,0.21472018130540177,0.6431500059987969,0.574662504364543,13,0.058088641829296406,0.035627845606674605,0.0015658473985317506,0.006240672616941354,3.9854922151373438
full_noisy,9,0.14041151174629818,-0.494690505044976,0.8362019171574968,0.344610070763443,0.23614528214047778,0.4192446470960792,8,0.11409569068563417,-0.27869687405575566,1.1507813663700044,0.3903145353395113,0.16277796797664104,0.44690749668384766,13,0.1815195763291672,0.14527731324234816,0.6798063313666718,14,0.038203912072149016,0.04891154277589116,0.001762050961473674,0.00472121190183599,2.679384424777051
full_noisy,10,0.18102097622880486,-0.09485897739573669,1.1259695883253618,0.749157620237703,0.1995207567359864,0.05132162302631055,54,0.17516499216314943,-0.6815668703584398,1.217957638787717,0.14355784687041317,0.750521637097315,0.10592051603227182,26,0.21381791790356466,0.5688011773055337,0.8319717679348843,18,0.05922505313343881,0.03730860657704882,0.0012984726158365087,0.003563377668313801,2.744284034067352
full_noisy,11,0.10482054239736856,-0.1818913323807451,0.8968970029098505,0.2950298388273578,0.5278645504439969,0.17710561072864528,10,0.13403272543248967,0.6244394737267086,1.1817104530163534,0.15410469082845243,0.4583657432902653,0.38752956588128223,16,0.19206235481473535,-0.377016723843952,0.6427866062601602,49,0.07036460423455322,0.14028263676842465,0.0015773722922198734,0.005840984057430981,3.7029838080969624
full_noisy,12,0.16205225550270438,-0.39173086773570465,1.293936453130272,0.42349887441949235,0.23516619172377043,0.3413349338567373,8,0.15915648015454992,0.2585213153013714,0.6116970591546228,0.18367436596258624,0.4287514721259325,0.38757416191148125,26,0.15002415967298674,0.012913229299493989,0.6377805919946473,28,0.05658194598510304,0.034327883840789435,0.003930816693759485,0.0031003834666524866,0.7887377377771434
full_noisy,13,0.09520103435536895,-0.6565067724052569,1.133412274609606,0.16939151244745654,0.5753214938826207,0.2552869936699228,39,0.12100413766049252,-0.1576674836771944,1.347722891086223,0.585978838990194,0.20334985211594656,0.21067130889385946,63,0.19206235481473535,-0.377016723843952,0.6427866062601602,13,0.05169058460131962,0.029743789850708895,0.0010481559161419224,0.004710179394002794,4.493777425156494
full_noisy,14,0.1588107002568857,-0.47423092685952467,0.8634684395330917,0.08227853656574667,0.5282196884967503,0.38950177493750304,34,0.17275395663547777,-0.37250957943010315,0.8918093272657547,0.09253546751596717,0.5486931623771032,0.3587713701069296,34,0.21472018130540177,0.6431500059987969,0.574662504364543,24,0.02238433103706212,0.020486936553715616,0.000708558022833295,0.013063655312032851,18.43695913539375
full_noisy,15,0.11739050663216713,-0.09888071957991666,1.0146575729662959,0.32519736969628243,0.29334226011271775,0.3814603701909998,58,0.18316515638231123,-0.3517551799710371,0.7563986467555246,0.09584938057963215,0.4782661898172801,0.4258844296030878,50,0.17158794422304363,-0.3573094447306217,0.9094771595593929,52,0.08761764940832499,0.13166191968872373,0.004527304536077034,0.0034317922305371787,0.7580210704161885
full_noisy,16,0.08847976750569472,-0.48398978602567977,1.1939668324881847,0.07759913706897135,0.1801891756256795,0.7422116873053491,4,0.12087632392475811,0.6548693109325036,0.7554646129038286,0.1297455666564943,0.8121788310105197,0.05807560233298603,28,0.2163552358153942,-0.2918639200149681,1.3530094977541496,1,0.043616802102883774,0.4897197959610322,0.0005521150713667864,0.002649177684862819,4.798234683767384
full_noisy,17,0.09802691980815151,-0.1266629509886015,0.6662305178951757,0.16260251370748185,0.49082292082883816,0.34657456546368004,30,0.08848466703119788,-0.2247630819595763,0.8039800216750411,0.2229878489435257,0.5866659076400382,0.19034624341643602,29,0.13876488094254377,-0.6617454695106213,0.6116003847625688,0,0.009754973800550395,0.10415221469816265,0.0005842828201246804,0.0017207190429097288,2.945010504574726
full_noisy,18,0.10800898006461432,0.3296754149247353,0.9654107565493941,0.0998477355469176,0.46088466282283824,0.43926760163024414,58,0.10245686404996748,-0.09993169897806224,1.2490623231023827,0.19738889790494502,0.4440803017093533,0.35853080038570173,6,0.07738921281229409,-0.39317523372012986,1.2572508898660606,43,0.024807216102882362,0.06502744157201824,0.0022297762616543034,0.0023696367827210772,1.0627240156207463
full_noisy,19,0.11891314089037493,0.5980557640322491,1.0333416293257813,0.08758989348936784,0.34423735006882733,0.5681727564418049,26,0.10118382495996624,0.037073533438810875,1.0200095866440426,0.09751858437823786,0.3355144192496729,0.5669669963720891,21,0.12550721038340396,0.2751724364865805,0.6004133088361727,31,0.04155260801937122,0.006619127259246728,0.0012668235316864195,0.0023000356451732405,1.815592770140123
full_noisy,20,0.09276445449841898,-0.5385687821893594,1.0277317025494652,0.27230726152319495,0.38786554550396257,0.3398271929728425,20,0.07243673994644748,0.16827404434170323,0.6186637315027095,0.30248075864106216,0.31050053103383873,0.3870187103250991,33,0.08999362460752484,0.06810120959510617,0.7308046326570682,32,0.04865062516961787,0.05157667631341589,0.001718578615020755,0.0022882734787146052,1.3314918844646337
full_noisy,21,0.07515043144417913,0.4934817671159987,0.820395486756644,0.19702924281939138,0.32043118599716935,0.48253957118343926,41,0.1589655117118297,-0.6486069470357789,0.7553713438739502,0.18320096661502405,0.08070749621216584,0.7360915371728101,34,0.08338726997404958,-0.5710957065371663,0.6058678452471691,28,0.12927479663741567,0.16903464399291387,0.0011388296075189193,0.0013665664000686046,1.1999744220259938
full_noisy,22,0.13923721190556695,0.6167971506508516,0.7720402099618305,0.28601292817786206,0.4703167640303779,0.24367030779176002,20,0.14282618666033067,0.513703008449241,1.2915409197546663,0.2814679390445866,0.5333950030579965,0.18513705789741686,21,0.21472018130540177,0.6431500059987969,0.574662504364543,12,0.039669154765204016,0.04205215935174572,0.0014603804938903677,0.00611890640480281,4.189939834448489
full_noisy,23,0.06753427680974072,0.21469368171783323,1.1561488732170662,0.15099099263241575,0.467792477248536,0.3812165301190482,4,0.14060414056539722,-0.11882206856651621,0.5993950536671431,0.3043008903676467,0.14325786535844517,0.5524412442739081,48,0.12355047412386196,0.26841333207159485,0.7981039094699032,49,0.088935962156736,0.11414980943657325,0.0037127405281292885,0.0037849984088020646,1.0194621412741667
full_noisy,24,0.16247468955220878,0.4106468097398704,0.9585051528317062,0.3037998389806562,0.3077649795427887,0.3884351814765551,17,0.11525585066834862,-0.696509672002176,0.9579192356912207,0.4995814842508078,0.25494925845882604,0.24546925729036623,55,0.19396243485567127,0.3794208423110398,0.6573407521734577,18,0.07132900025605533,0.12787766980534604,0.0028063290957903967,0.0026175716607790187,0.9327386672879808
full_noisy,25,0.1261219853700482,0.5345131546041508,1.1885120223360544,0.10965653935229057,0.6681619689761414,0.22218149167156798,36,0.12525706382156568,0.5958046588603231,0.7988720325055517,0.217456744139275,0.20567325612496282,0.5768699997357623,19,0.12030023563766086,0.693289695856958,0.5736744658050448,24,0.02394464257699141,0.30832580856745245,0.0021019444578849523,0.0021770267634471574,1.0357204041622277
