split,observation_seed,condition,geometry_skew_bin,mean_band_candidate_count,mean_frontier_candidate_count,mean_cluster_count,mean_cluster_entropy,mean_geometry_span_norm_set,consensus_geometry_bank_span_norm,compression_load,mean_alpha_log_span_set,mean_ambiguity_ratio,mean_poison_pull,mean_supportive_pull,mode_persistence_rate,true_alpha,true_t,true_rotation_shift
calibration,20260410,sparse_full_noisy,low_skew,13.0,16.0,11.6,0.7479459438287472,0.6824064842475962,0.12121175155883814,5.629870664119107,0.30920622157480915,0.4575974799688913,0.036782341019827476,0.2347218586949426,0.8631954842831814,1.147529461864347,0.10972497877703384,47
calibration,20260410,sparse_full_noisy,mid_skew,25.4,16.0,10.6,0.8162504457700412,0.6867965643713807,0.08122773141061343,8.455198150242099,0.4337581666402146,0.6341431850335879,0.002979186753655326,0.29193350063440854,0.9296641988018196,1.2255287217844368,-0.42211193196284297,21
calibration,20260410,sparse_full_noisy,high_skew,34.2,16.0,14.8,0.7937531721443926,0.7699462056848045,0.08088964011906202,9.518477329748475,0.3833291324029437,0.5047247380572231,0.0,0.4121995883628018,0.9221235048791305,0.8719494631553358,0.46748272124058204,4
calibration,20260410,sparse_partial_high_noise,low_skew,83.2,16.0,18.4,0.8628638891122689,0.9192895345895782,0.09447305749498502,9.730705864350558,0.5668153830038625,0.6170786987485253,0.0,0.5180464453586211,0.9547876047348184,1.1217890161161423,0.1451518868676587,53
calibration,20260410,sparse_partial_high_noise,mid_skew,112.0,16.0,19.0,0.8078147523366018,0.918766229420792,0.06167277416054958,14.897436379771321,0.546755526774937,0.5956417164724126,0.0,0.40386770425877955,0.9705718142427371,1.1386629736527398,-0.2053148391190289,6
calibration,20260410,sparse_partial_high_noise,high_skew,132.0,16.0,20.2,0.823415289166044,0.9261441588664436,0.06805065076799008,13.60962971572473,0.5695222580146424,0.61624679384921,0.0,0.38120182102711714,0.9514392964511742,1.2163133874347725,-0.6622995711727697,22
calibration,20260411,sparse_full_noisy,low_skew,15.8,16.0,12.0,0.7622440003077988,0.7149403647758235,0.13461221848831098,5.311110483168399,0.2808480655303154,0.4063526204598866,0.021538583444412365,0.26419203381762335,0.847718100351079,1.1404088967626327,0.02496537790705635,55
calibration,20260411,sparse_full_noisy,mid_skew,27.0,16.0,12.0,0.8293349197332851,0.8137281379460584,0.10739557067308174,7.576924568175101,0.42975237094983765,0.5300069481997214,0.003971145962669873,0.5203840097514381,0.8112046421386314,1.1623349409627526,0.2213605062322707,61
calibration,20260411,sparse_full_noisy,high_skew,32.2,16.0,14.4,0.803907052320578,0.8345099303788235,0.06586247597365931,12.670491323657085,0.34562329274178755,0.41498702086074923,0.0009608360396303157,0.4050543739514795,0.9023759150555464,0.8975141620964918,-0.45991871872541895,58
calibration,20260411,sparse_partial_high_noise,low_skew,60.2,16.0,16.6,0.8263812141858734,0.8633458012861934,0.060444355307244624,14.28331557012597,0.27749635214127055,0.3219125215475749,0.0,0.45954229543642444,0.9763553153642974,1.159371427099871,0.14686963596079392,15
calibration,20260411,sparse_partial_high_noise,mid_skew,101.2,16.0,17.4,0.8333928590444378,0.9087758049353483,0.0855728829903027,10.619904030092483,0.6166075956607922,0.6789673368250293,0.0,0.4347692975939939,0.9476954614530388,1.2226140284530431,0.2578962401373784,21
calibration,20260411,sparse_partial_high_noise,high_skew,99.2,16.0,17.2,0.8275031029192897,0.8853329295449204,0.10320584348860161,8.578321726934963,0.7573916103896113,0.8551995734188637,0.0,0.576984845159066,0.9903726953182173,1.2745425961678112,0.6954212915285561,18
calibration,20260412,sparse_full_noisy,low_skew,25.2,16.0,11.0,0.7666441366345824,0.7888910223629475,0.08413322805207822,9.376687910686444,0.27720871607391284,0.35267886389411907,0.009186039903110014,0.2853211666182073,0.9071578022594272,0.8962159817208718,0.07936317382920971,18
calibration,20260412,sparse_full_noisy,mid_skew,29.2,16.0,12.4,0.8427067144099512,0.7672540571503417,0.05259883406335644,14.586902367953012,0.45282980701706377,0.5925019060735732,0.001541112849621761,0.2702654966261206,0.9058579530071116,0.8301997466221273,-0.3456479674719034,7
calibration,20260412,sparse_full_noisy,high_skew,27.6,16.0,13.8,0.8231518124998992,0.7825370759543777,0.08844494001013858,8.847731434547576,0.3140842863099578,0.40364508086455525,0.006301451301542399,0.2871291823732841,0.9313811315962504,1.1321343287894376,0.5160498421535533,31
calibration,20260412,sparse_partial_high_noise,low_skew,91.0,16.0,18.6,0.8313701606244532,0.9094204195533943,0.05590170835983537,16.26820442945176,0.417530701726666,0.4601633536052875,0.0,0.27446068350999014,0.9586470679010487,1.1685674195962412,0.14831088408388507,32
calibration,20260412,sparse_partial_high_noise,mid_skew,15.2,16.0,12.4,0.7798517637933403,0.5655694569611018,0.10786252719423058,5.243428572210882,0.29188487870444024,0.5165813191695042,0.004475319556366972,0.32982819326252877,0.8643939254312641,0.8812085887392607,0.4266360032401446,58
calibration,20260412,sparse_partial_high_noise,high_skew,116.0,16.0,17.6,0.8144843408657627,0.8952899023519489,0.08812561230390076,10.15924745310757,0.9049414500712466,1.0122866678493385,0.0,0.4138580001040684,0.9520277816447023,0.791242631916462,-0.6767255273818573,1
calibration,20260416,sparse_full_noisy,low_skew,34.2,16.0,11.6,0.8372302733679303,0.7906409842709285,0.06823734025871386,11.586632498765429,0.4406041040651081,0.5598290353702347,0.0,0.3322330382354344,0.9177138189249524,0.843420762150945,0.03544723703524339,0
calibration,20260416,sparse_full_noisy,mid_skew,32.4,16.0,13.4,0.8078623693133956,0.8427386009048558,0.06927176409363446,12.165687014491622,0.29897585136979266,0.35489897292572564,0.0,0.34558545206588515,0.9309137069063629,0.8914591742959608,-0.41798272193138025,2
calibration,20260416,sparse_full_noisy,high_skew,38.4,16.0,13.0,0.786765894766128,0.772141720962271,0.11814447223484763,6.535572137707868,0.5676106303413835,0.7457008743492661,0.0,0.4738227371856459,0.9065187551598661,0.7919341547849998,0.6727910454320641,59
calibration,20260416,sparse_partial_high_noise,low_skew,94.4,16.0,18.2,0.8339989305235662,0.897427787439448,0.07855455396525808,11.424261766368742,0.6747641241018935,0.7526313736269886,0.0,0.5172354072927556,0.9744536377906078,1.251449993747517,-0.011978891607849106,32
calibration,20260416,sparse_partial_high_noise,mid_skew,102.8,16.0,17.0,0.8445267086891711,0.9026830015305249,0.0930752919785948,9.698417080852364,0.686822949001196,0.761735978575009,0.0,0.4114396242603068,0.9607213644084555,1.2419793681897893,-0.44764907761156186,12
calibration,20260416,sparse_partial_high_noise,high_skew,123.0,16.0,17.4,0.83301394046429,0.9100605016919993,0.08543304602698114,10.65232417681312,0.8423572842061494,0.9262150484791294,0.0,0.46250215923550775,0.9671017511982652,1.1866154632460388,0.6027915804267757,5
calibration,20260417,sparse_full_noisy,low_skew,42.4,16.0,14.2,0.8312594852639765,0.8314061300388351,0.06277162259447633,13.24493609811507,0.41052688095492085,0.4939956505736681,0.0,0.3005547920664232,0.8782200558831701,1.1253636301066579,0.0032712117242083226,39
calibration,20260417,sparse_full_noisy,mid_skew,22.8,16.0,10.6,0.7585285768081635,0.7122236950930946,0.222663693114983,3.19865212477772,0.583024113304415,0.8794644158911108,0.006214772778542361,0.38629758332639186,0.9633004985112233,0.7818524568839363,0.22568076777600718,9
calibration,20260417,sparse_full_noisy,high_skew,13.8,16.0,12.6,0.7852858382480778,0.6985176515603606,0.13528857860692853,5.163167938883109,0.4377998361577705,0.6379916089381179,0.006452563107229114,0.38980875111518526,0.891552704882635,0.8225173096767153,0.5662878117286482,16
calibration,20260417,sparse_partial_high_noise,low_skew,101.4,16.0,20.0,0.8403075253579194,0.9023913402736513,0.06501142448711549,13.880504040524368,0.5398872197459053,0.598813023412466,0.0,0.37388185816044456,0.9703202348163004,0.8118979550083474,-0.1806085087754579,29
calibration,20260417,sparse_partial_high_noise,mid_skew,106.4,16.0,18.4,0.8446317041340313,0.8869612633276308,0.06834858976031051,12.977023614358204,0.920124625668097,1.0391976435077577,0.0,0.6063640639112654,0.9789856344997873,1.2619160489624313,0.23231582095435085,4
calibration,20260417,sparse_partial_high_noise,high_skew,86.2,16.0,18.8,0.8121958676105075,0.915078697627236,0.06285907019737294,14.557623820300794,0.5440473595068542,0.595370017071876,0.0,0.33427410711530936,0.9784788080921508,0.86848329444384,-0.6280079309469837,40
calibration,20260418,sparse_full_noisy,low_skew,31.8,16.0,11.4,0.7965055944499506,0.7886383332689766,0.0838217253270777,9.408519452345555,0.4516351310438161,0.5800079906040995,0.002225397604231755,0.23573431651286492,0.9117144321609233,0.8433559122909388,0.14583597539702348,3
calibration,20260418,sparse_full_noisy,mid_skew,1.8,16.0,9.8,0.15693097069300918,0.07232607266921853,0.43994887441551317,0.16439653986001473,0.2167351479466566,1.9616687699586186,0.0,0.05233611070165996,1.0,1.2669206668244894,0.35992966721599756,52
calibration,20260418,sparse_full_noisy,high_skew,32.4,16.0,12.6,0.7900279569775142,0.7291546558904417,0.08934841104264539,8.160801601076276,0.5179869468213749,0.7199737655705019,0.00031127609292433384,0.2856614940866198,0.9171345906998649,0.8130490064634044,0.4964261640515543,13
calibration,20260418,sparse_partial_high_noise,low_skew,63.6,16.0,17.2,0.7990969134692474,0.8901399029574047,0.09379610441192936,9.49015855763188,0.2780541861522917,0.31337963894002174,0.0,0.3931585391936541,0.9815034800251838,1.1668612367248918,-0.14594916659893772,41
calibration,20260418,sparse_partial_high_noise,mid_skew,79.0,16.0,18.6,0.8614447254683585,0.908629744878238,0.03804385281288942,23.883746721109972,0.40485976422072234,0.44637390079595407,0.0,0.4336567647557761,0.9724724307175799,0.8927899215802785,0.31239828831979416,15
calibration,20260418,sparse_partial_high_noise,high_skew,104.2,16.0,18.0,0.8414761935067171,0.9179350204434957,0.060837001527203886,15.088432983223733,0.6006100623526038,0.6548741765900983,0.0,0.4403577467724983,0.944357409304839,1.1985688418340448,0.4633307896967259,24
holdout,20260422,sparse_full_noisy,low_skew,34.6,16.0,13.2,0.8160612020940144,0.777503989402197,0.0854464938948622,9.099308280090208,0.3993542335701358,0.5177702762466074,0.0,0.4708028294328638,0.9399769097087576,0.8454209249936677,0.16946780190594682,35
holdout,20260422,sparse_full_noisy,mid_skew,39.0,16.0,13.4,0.8134950632936843,0.8351315178039831,0.06073435515749465,13.750562027675162,0.36834399235910653,0.4415973438631882,0.0,0.26373522452079967,0.9482476181794197,1.1375779426247343,-0.4219389980466032,15
holdout,20260422,sparse_full_noisy,high_skew,9.8,16.0,13.0,0.6495450297500467,0.6094126447942695,0.1572332682858226,3.8758505209372345,0.2792992317204471,0.46839719572083016,0.005423991854921114,0.3138710385939438,0.8681113798231672,0.8791076466259337,0.6874423450019049,63
holdout,20260422,sparse_partial_high_noise,low_skew,56.8,16.0,16.0,0.8098828481534875,0.8639022515214432,0.06636166301713403,13.018092257549224,0.26184963941405737,0.3030607228365005,0.0,0.31570852278768413,0.9789748681597091,0.881734382249758,0.17784105610841,54
holdout,20260422,sparse_partial_high_noise,mid_skew,70.8,16.0,17.0,0.8206819773462156,0.9015431783130541,0.09153488620359795,9.84917571545107,0.33059219058464134,0.3672161293659498,0.0,0.41575072308467237,0.968400738151435,1.193340098604452,-0.28236615286284156,37
holdout,20260422,sparse_partial_high_noise,high_skew,108.8,16.0,19.0,0.8332546647162629,0.9158486503226267,0.05168072567596371,17.72128077428643,0.516858257626248,0.5653692766890297,0.0,0.5656427847392111,0.9799206318488952,0.8058417417559449,-0.5118742378742865,56
holdout,20260423,sparse_full_noisy,low_skew,15.8,16.0,11.0,0.7868785640996934,0.7132180943711048,0.0960233729088368,7.427546781221941,0.3879305486032044,0.5502972390960897,0.00941411623451748,0.35870499233269226,0.903423778480897,1.1624723636075858,-0.1594309746744751,38
holdout,20260423,sparse_full_noisy,mid_skew,29.2,16.0,13.2,0.8505461234728484,0.7907994701204137,0.10930125865549184,7.235044498553723,0.6288999338073177,0.7952300928840141,0.003054754103989393,0.3334917483520824,0.9151840120615393,0.7901616811706246,-0.36926069541729967,39
holdout,20260423,sparse_full_noisy,high_skew,11.4,16.0,13.0,0.7062656698665809,0.5579127112436792,0.21234723210903014,2.627360412012424,0.4130929627654509,0.7610851402368819,0.017054040578856726,0.25271503119458527,0.9785922197277699,0.8688163105521297,-0.5257667371670004,28
holdout,20260423,sparse_partial_high_noise,low_skew,107.6,16.0,18.6,0.8143375791116914,0.894669016299224,0.07110819420388723,12.58179913462513,0.6624193071211382,0.7418365386638317,0.0,0.5537154877105117,0.9796006655145819,1.284002752037176,0.09283757178881881,29
holdout,20260423,sparse_partial_high_noise,mid_skew,112.0,16.0,18.8,0.832842399843029,0.9162501519275914,0.04979361225568551,18.400957681534194,0.4382863718481329,0.4788884627066866,0.0,0.4495549786773719,0.967723366096808,1.2481451346845953,-0.2693313050528414,37
holdout,20260423,sparse_partial_high_noise,high_skew,57.4,16.0,16.8,0.8471062829401153,0.8654332265964177,0.05442638918765147,15.900985523999662,0.29147811779338106,0.33681424753651046,0.0,0.24361104940577763,0.9753946111296251,1.1892117130269413,-0.6618817448914281,0
holdout,20260424,sparse_full_noisy,low_skew,36.2,16.0,12.2,0.8068561007982706,0.7931258919190322,0.06430531758208065,12.333752817668145,0.46826285862268546,0.5932636489110511,0.0013859608671791192,0.34249621348139636,0.9330524141694012,1.220903502241568,-0.08422455438773073,27
holdout,20260424,sparse_full_noisy,mid_skew,23.4,16.0,10.6,0.7892530711650501,0.7159502142915177,0.16362440552044566,4.375571064807055,0.5494829421550164,0.7802113817244831,0.004650950299256799,0.4303498349300009,0.908585225469875,1.2370805507722022,-0.2678446141747568,36
holdout,20260424,sparse_full_noisy,high_skew,47.0,16.0,14.6,0.8092120796960789,0.8323554701131404,0.08338622253439842,9.981930405466894,0.2519061601852364,0.30383101960167924,0.0,0.4122321664138796,0.9865815432637752,1.1240444792751552,0.6531923374747928,11
holdout,20260424,sparse_partial_high_noise,low_skew,110.0,16.0,19.0,0.820276100116816,0.9163417149241819,0.05402769222789137,16.96059330202388,0.5712137092713883,0.6238700791860337,0.0,0.39262998720602726,0.9792951952647744,0.7901446823273661,-0.11149395428809702,51
holdout,20260424,sparse_partial_high_noise,mid_skew,92.6,16.0,18.4,0.854234919957754,0.8884171253505851,0.04252784631710695,20.890244916851497,0.42928998959751336,0.48337418757044015,0.0,0.5000403455245087,0.963998353258565,0.8649653549713395,-0.2613324334384325,2
holdout,20260424,sparse_partial_high_noise,high_skew,91.8,16.0,16.6,0.8200943615858789,0.8907641935866668,0.10416985074928663,8.55107487607461,0.7455928308527424,0.8377302133744952,0.0,0.4103417060006157,0.9778977734761007,1.2822085684698488,0.4737218196896238,35
confirmation,20260425,sparse_full_noisy,low_skew,3.6,16.0,10.6,0.4157365592351027,0.28672260504329156,0.2615504191445587,1.0962421929242645,0.10732994711619588,0.6546524531311183,0.0038970299342190344,0.11404146731139017,0.8342745476716352,1.1796315323071715,0.16422008158074786,57
confirmation,20260425,sparse_full_noisy,mid_skew,21.6,16.0,11.2,0.7558189099488216,0.7702607198413636,0.06036392449498099,12.760282342235842,0.3225915510254872,0.42133884305594804,0.0036507662447089586,0.3493830423020895,0.945995349139397,1.1188307723106752,0.4398380556486153,28
confirmation,20260425,sparse_full_noisy,high_skew,11.6,16.0,11.2,0.6974245696137628,0.6588546444726565,0.16825119573982036,3.9158987344820635,0.36854323433011205,0.5688885590839596,0.01259314863056571,0.3102897136045455,0.8266651280655456,0.8339713012585691,-0.45060961323439513,42
confirmation,20260425,sparse_partial_high_noise,low_skew,89.0,16.0,17.8,0.8597924083671235,0.8959511365490849,0.04975174772231694,18.00843543325799,0.38012795246109193,0.42453838499282026,0.0,0.27063298116136114,0.9405373609528759,1.1495547960554364,0.03523116428113053,17
confirmation,20260425,sparse_partial_high_noise,mid_skew,96.2,16.0,18.8,0.8470797808537676,0.9138922475192086,0.05360458522761686,17.0487700564909,0.48173830031421866,0.5281209404502063,0.0,0.5242825323800414,0.9697564734539593,1.1089816388146323,0.41077650719586833,48
confirmation,20260425,sparse_partial_high_noise,high_skew,110.6,16.0,19.0,0.8156722206567626,0.9070518247468871,0.09984339072026145,9.084745802436144,0.8647974952922726,0.9537672225713985,0.0,0.4524713588700372,0.9567661903483401,1.2826531927841773,-0.5313299359465913,24
confirmation,20260426,sparse_full_noisy,low_skew,8.4,16.0,10.4,0.6676835054285195,0.5428398510876226,0.1357055359127197,4.000130484262302,0.41710241244475676,0.8870222064296625,0.004190750165943929,0.28790327825971956,0.8802369785679025,1.2103793013687527,0.04212600469119543,42
confirmation,20260426,sparse_full_noisy,mid_skew,32.6,16.0,13.6,0.7673409423523967,0.8279156214100357,0.07841221375430465,10.558503347504137,0.38497013915064016,0.46600714541693655,0.0013450115997035391,0.4720355618831932,0.9013009967896201,1.1128276435635405,-0.35023869377937256,59
confirmation,20260426,sparse_full_noisy,high_skew,40.8,16.0,14.6,0.7755082841798371,0.8238572072553844,0.08601551941503431,9.57800653717131,0.2736387897598069,0.3328906984431189,0.0,0.33692787984574724,0.9814403135207466,0.8937364337370768,-0.5769045728103854,17
confirmation,20260426,sparse_partial_high_noise,low_skew,90.2,16.0,18.6,0.8320228477108655,0.9173436427096556,0.04362385128326037,21.02848821744596,0.47957361440680424,0.5230164988924114,0.0,0.4463784042389939,0.9550695012598327,0.8367153816937006,-0.09721380364975842,58
confirmation,20260426,sparse_partial_high_noise,mid_skew,105.6,16.0,19.0,0.8194152076185786,0.9026619265602427,0.09152343504219862,9.862631643404264,0.6366183985369614,0.7061048447538161,0.0,0.3675774992481454,0.9325522426758978,1.2188639297390595,-0.2911026935130036,30
confirmation,20260426,sparse_partial_high_noise,high_skew,105.4,16.0,18.4,0.8452721355954473,0.9196930592918611,0.059010858031999035,15.585149749782511,0.5136310551657424,0.5592869610707524,0.0,0.294496861274063,0.9380292567768704,0.8019425689008923,-0.6495091928693849,42
confirmation,20260427,sparse_full_noisy,low_skew,26.2,16.0,10.6,0.7914900711070935,0.6766818727434709,0.1603778787934462,4.2192968122179915,0.5206668074270342,0.7928095349338813,0.0020378075098951014,0.4173548124444609,0.8010649112398175,1.2484364223773405,-0.05535812108117959,3
confirmation,20260427,sparse_full_noisy,mid_skew,23.6,16.0,11.8,0.7110329359130747,0.7677627600943113,0.07132466143719914,10.764337953013925,0.3535276582367769,0.47464427703476986,0.002473057717796821,0.3819007879281836,0.9122390251985848,1.142549518606605,-0.4232779746677641,60
confirmation,20260427,sparse_full_noisy,high_skew,15.0,16.0,11.0,0.8049823989623107,0.6942221154306121,0.09030473163283481,7.687549731648755,0.4429041809469699,0.6389790549747035,0.00043190006743493723,0.4703819115828865,0.915678531726557,1.1904656127747277,-0.48602453422396796,60
confirmation,20260427,sparse_partial_high_noise,low_skew,85.6,16.0,17.6,0.8395952158839848,0.9032006737413057,0.07827786710370442,11.538391465683697,0.6475824337714295,0.7176462397293479,0.0,0.3910825254137225,0.9722744409394976,1.1919344353632797,-0.14797549125154508,6
confirmation,20260427,sparse_partial_high_noise,mid_skew,86.4,16.0,18.2,0.8313376896679265,0.8881097807311302,0.04515591372681536,19.6676294959731,0.44755169851471,0.504511181796189,0.0,0.5081446531592306,0.950205796919098,0.8371333086222645,0.323964267389595,6
confirmation,20260427,sparse_partial_high_noise,high_skew,93.4,16.0,18.4,0.8138059518488874,0.904560999413652,0.07746493763611263,11.677037728511168,0.570426816928871,0.6309840853700888,0.0,0.34702206934558,0.9401266070485155,0.8731351834837112,-0.6812330477156526,52
