method,split,observation_seed,condition,geometry_skew_bin,true_alpha,true_t,true_rotation_shift,mean_best_entropy,mean_candidate_count,mean_alpha_log_span_set,mean_geometry_span_norm_set,mean_ambiguity_ratio,mean_anchored_alpha_log_std,mean_anchored_alpha_log_span,mean_anchored_effective_count,best_alpha_bank_log_span,anchored_alpha_bank_log_span,best_alpha_abs_error_mean,anchored_alpha_abs_error_mean,alpha_abs_error_gain,anchored_beats_best_flag,alpha_point_recoverable_flag,alpha_point_unrecoverable_flag,ratio_anchored_span_over_std,ratio_candidate_times_anchored_span_over_std
one_shot_random,holdout,20260422,sparse_partial_high_noise,low_skew,0.881734382249758,0.17784105610841,54,nan,53.666666666666664,0.2588774487021825,0.8989686594503551,0.28804249014825434,0.0685697678386259,0.18832997560554252,30.18268627065844,0.0278963878996957,0.02598096967181155,0.11380016961722954,0.11694687019773668,-0.0031467005805071446,0,1,0,2.7465452894957805,147.39793053627355
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,low_skew,0.881734382249758,0.17784105610841,54,nan,233.66666666666666,0.23588788470351427,0.8096967531176534,0.2922965921759519,0.04847293541390193,0.1272319644655821,129.79567996924257,0.0198309877174541,0.00756049583590173,0.11707051295614883,0.12796880075871805,-0.010898287802569226,0,1,0,2.624804145950033,613.3292354369911
one_shot_random,holdout,20260422,sparse_partial_high_noise,mid_skew,1.193340098604452,-0.2823661528628415,37,nan,68.0,0.31604314827183894,0.9171914912356068,0.34545072489492007,0.07827219299132883,0.2195759052515709,36.97984651114498,0.1254290716154986,0.040577156156676814,0.1778024840317498,0.19112639230733997,-0.013323908275590157,0,0,1,2.8052861949403898,190.75946125594652
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,mid_skew,1.193340098604452,-0.2823661528628415,37,nan,244.33333333333334,0.30963885187844403,0.854376408934508,0.36452823154183855,0.06088942139483929,0.15868324050170055,148.89804434449948,0.09945324312157891,0.029460542907176458,0.2084493344514512,0.17470292863305836,0.03374640581839283,1,0,1,2.606088779635883,636.7543584910342
one_shot_random,holdout,20260422,sparse_partial_high_noise,high_skew,0.8058417417559449,-0.5118742378742865,56,nan,105.66666666666667,0.5359993625804821,0.8928435888889491,0.6012130401958758,0.14376680060395808,0.393437074770804,56.146614713527555,0.3353918509790246,0.03898446120406315,0.15526228866288586,0.234927249445355,-0.07966496078246915,0,0,1,2.736633703896576,289.17096137840485
persistent_mode_informed,holdout,20260422,sparse_partial_high_noise,high_skew,0.8058417417559449,-0.5118742378742865,56,nan,222.66666666666666,0.49101521573569135,0.8567271341308077,0.5750729200948143,0.12127055865283014,0.3083149243972141,127.58241332447115,0.2965372172668461,0.050299117364253826,0.1540949266106212,0.23501824466993257,-0.08092331805931136,0,0,1,2.542372404974869,566.1015888410708
one_shot_random,holdout,20260423,sparse_partial_high_noise,low_skew,1.284002752037176,0.0928375717888188,29,nan,93.0,0.6512784479227797,0.911429719173959,0.7146077645286383,0.20787834328410396,0.5333571060929178,50.91989103406461,0.4451505627748159,0.057974989373590025,0.19563399328954553,0.24229089642475907,-0.046656903135213534,0,0,1,2.5657175014054725,238.6117276307089
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,low_skew,1.284002752037176,0.0928375717888188,29,nan,188.66666666666666,0.6323657300596286,0.8728101914384143,0.724745045323648,0.18936592435211272,0.47368188327235616,100.82368683812268,0.4528808222598041,0.12659099108621463,0.19303237905970924,0.19304805883608403,-1.5679776374788457e-05,0,0,1,2.5014103376390326,471.93275036789754
one_shot_random,holdout,20260423,sparse_partial_high_noise,mid_skew,1.248145134684595,-0.2693313050528414,37,nan,108.66666666666667,0.46451943018062564,0.9208637219406318,0.5050596569547766,0.12146290572132157,0.3303129818796095,55.956145006325166,0.013916015902685402,0.020894199814125318,0.13512684652906568,0.24747747124297417,-0.1123506247139085,0,0,1,2.719455600033211,295.514175203609
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,mid_skew,1.248145134684595,-0.2693313050528414,37,nan,258.3333333333333,0.42648184098397524,0.8904439274485539,0.47922331089553466,0.09589301959678433,0.2563842394335119,145.33333837164164,0.016634574831872112,0.04176599521034478,0.13358194076315985,0.2224747986489759,-0.08889285788581605,0,0,1,2.6736485912939267,690.692552750931
one_shot_random,holdout,20260423,sparse_partial_high_noise,high_skew,1.1892117130269413,-0.6618817448914281,0,nan,59.0,0.29481120339860994,0.8675239751519781,0.33984777072812067,0.0708036495590464,0.20030255356680957,31.712925555705265,0.1313046093489072,0.010244065444735719,0.1730784998578061,0.19049646732897896,-0.017417967471172857,0,0,1,2.828986245557609,166.91018848789892
persistent_mode_informed,holdout,20260423,sparse_partial_high_noise,high_skew,1.1892117130269413,-0.6618817448914281,0,nan,228.0,0.29058819915484885,0.8582392280693084,0.3391350917124815,0.06522777839831756,0.17492550137821095,128.02051552796877,0.1028390071269258,0.03728308549472674,0.19764996774966773,0.17613622542946727,0.021513742320200452,1,0,1,2.6817638587697017,611.4421597994921
one_shot_random,holdout,20260424,sparse_partial_high_noise,low_skew,0.7901446823273661,-0.111493954288097,51,nan,104.33333333333333,0.5695843033547379,0.9454537263171864,0.6042435984022979,0.17508382305606393,0.4417658773750847,51.20483971303929,0.3587434911263397,0.07769415149048119,0.28400104087990213,0.24629143977296644,0.03770960110693569,1,0,1,2.5231678583489585,263.2505132210747
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,low_skew,0.7901446823273661,-0.111493954288097,51,nan,212.0,0.5677123512633327,0.8554748687773791,0.6645592965305361,0.12925322830552324,0.3593600021356936,115.69954485959408,0.012662343187640895,0.038037170792528524,0.048341707675773025,0.3112751395923736,-0.26293343191660057,0,0,1,2.780278713859085,589.419087338126
one_shot_random,holdout,20260424,sparse_partial_high_noise,mid_skew,0.8649653549713395,-0.2613324334384325,2,nan,89.0,0.40716972998940343,0.899532013916259,0.45262874273558973,0.11330540427673842,0.3057848405353352,49.31605025868949,0.012019367153740107,0.039726611645090996,0.2637815152083488,0.1362310712956453,0.1275504439127035,1,1,0,2.698766575067472,240.19022518100502
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,mid_skew,0.8649653549713395,-0.2613324334384325,2,nan,222.66666666666666,0.4214228402923294,0.8985995440659639,0.46930630653868394,0.1022945432167827,0.27395737432650696,120.93550491937519,0.2619646444394703,0.09140683351195558,0.18879045141996728,0.14952187501755057,0.03926857640241671,1,1,0,2.6781230262479707,596.3287271778814
one_shot_random,holdout,20260424,sparse_partial_high_noise,high_skew,1.2822085684698488,0.4737218196896238,35,nan,85.33333333333333,0.7504171042100906,0.9344825531604485,0.8034178081072367,0.2580260528322526,0.6418113839295408,43.79992391223026,0.007469245651130052,0.0409831794460203,0.03844265016727869,0.16480479289062192,-0.12636214272334323,0,0,1,2.487389836790644,212.25726607280163
persistent_mode_informed,holdout,20260424,sparse_partial_high_noise,high_skew,1.2822085684698488,0.4737218196896238,35,nan,145.0,0.7521012918640384,0.8946329015392402,0.8420381307005128,0.22437312727250125,0.4338219144977938,79.2347578716276,0.0015336659735845082,0.1326613807194268,0.0444632336787405,0.1478606748714412,-0.1033974411927007,0,1,0,1.9334842716589347,280.3552193905455
one_shot_random,confirmation,20260425,sparse_partial_high_noise,low_skew,1.1495547960554364,0.0352311642811305,17,nan,81.0,0.36996193957050605,0.912888168643672,0.40602343586820777,0.09817845596193947,0.28166889397836475,45.577012297003954,0.013888547793129397,0.038498088020073463,0.24763981333709703,0.1571149090637148,0.09052490427338222,1,0,1,2.8689480634999023,232.38479314349212
persistent_mode_informed,confirmation,20260425,sparse_partial_high_noise,low_skew,1.1495547960554364,0.0352311642811305,17,nan,251.0,0.3892692561453958,0.8757360677782101,0.4453464241354503,0.0812676208473742,0.21718645634331515,141.3186537926784,0.2042008746880517,0.026972953253525805,0.11078965793959272,0.13391543248035176,-0.023125774540759036,0,1,0,2.6724844582164007,670.7935990123166
one_shot_random,confirmation,20260425,sparse_partial_high_noise,mid_skew,1.1089816388146323,0.4107765071958683,48,nan,108.0,0.47477454724355805,0.8962717762230445,0.5295382278178332,0.1373656440261529,0.37890713999764425,59.870270581394294,0.0113828852025421,0.03461987024281087,0.08019218249922096,0.09474463083472018,-0.014552448335499221,0,1,0,2.758383582194111,297.90542687696393
persistent_mode_informed,confirmation,20260425,sparse_partial_high_noise,mid_skew,1.1089816388146323,0.4107765071958683,48,nan,221.33333333333334,0.47417639474126644,0.8821397515731784,0.5380467751664715,0.10020646789036301,0.26654417192561775,127.18667948759548,0.027487980435883505,0.014938063833216636,0.04393579786069172,0.048305929615292786,-0.0043701317546010685,0,1,0,2.6599497505220606,588.7355447822162
one_shot_random,confirmation,20260425,sparse_partial_high_noise,high_skew,1.282653192784177,-0.5313299359465913,24,nan,124.33333333333333,0.873002716661937,0.9312355680934005,0.9374427762930758,0.2969117772279974,0.7316323200826109,64.94364916886016,0.6957494560798214,0.04511222823466207,0.27540285879322285,0.1644707940710383,0.11093206472218456,1,0,1,2.464140440803912,306.3747948066197
persistent_mode_informed,confirmation,20260425,sparse_partial_high_noise,high_skew,1.282653192784177,-0.5313299359465913,24,nan,170.33333333333334,0.8553708755441112,0.8761972873094047,0.9760802551802321,0.21624373846242154,0.6090319711072637,95.75425419058041,0.05188182816915515,0.0638919165723586,0.07375565895019198,0.05734129611452787,0.01641436283566411,1,1,0,2.816414350867717,479.72924443113453
one_shot_random,confirmation,20260426,sparse_partial_high_noise,low_skew,0.8367153816937006,-0.0972138036497584,58,nan,80.66666666666667,0.4442163521745381,0.9311533968217242,0.47820899381298027,0.12160977239133001,0.3111485888384051,41.04009131933887,0.2656368737541479,0.0592174775848255,0.13053440636056937,0.1751215221465834,-0.04458711578601404,0,0,1,2.5585820955126293,206.3922890380188
persistent_mode_informed,confirmation,20260426,sparse_partial_high_noise,low_skew,0.8367153816937006,-0.0972138036497584,58,nan,203.66666666666666,0.449318833144755,0.8687208948970859,0.5172935984589273,0.1094338299350726,0.2784004176147859,113.43100620656912,0.264817567395938,0.09782386237278815,0.14597504619052726,0.19025310872092313,-0.04427806253039587,0,0,1,2.5440068691368545,518.129399014206
one_shot_random,confirmation,20260426,sparse_partial_high_noise,mid_skew,1.2188639297390595,-0.2911026935130036,30,nan,92.66666666666667,0.6378453757459633,0.9032363586136757,0.7063698975622508,0.21844411780653825,0.5557649600086402,49.02214130986679,0.0040753204951789745,0.05856954468728666,0.03565922153064053,0.17263758934889553,-0.136978367818255,0,0,1,2.5441974041006117,235.76229277999002
persistent_mode_informed,confirmation,20260426,sparse_partial_high_noise,mid_skew,1.2188639297390595,-0.2911026935130036,30,nan,187.0,0.6324571703003092,0.8731254624248633,0.7260504321755518,0.19048829783690288,0.4755236845234456,108.92066471353262,0.45819776973221427,0.1252588091588434,0.16256148452425911,0.1374513906441186,0.025110093880140516,1,1,0,2.4963406541343076,466.81570232311554
one_shot_random,confirmation,20260426,sparse_partial_high_noise,high_skew,0.8019425689008923,-0.6495091928693849,42,nan,102.0,0.5248091106651517,0.9229004760501917,0.5685469128277206,0.1507575614754314,0.38532749456416315,53.03435308509319,0.3135925463731446,0.03128427296107108,0.15989179612947194,0.18702130546107387,-0.027129509331601936,0,0,1,2.555941395158595,260.7060223061767
persistent_mode_informed,confirmation,20260426,sparse_partial_high_noise,high_skew,0.8019425689008923,-0.6495091928693849,42,nan,227.33333333333334,0.503793813400812,0.8533500936893402,0.5903707769257444,0.12304561474521031,0.3130057699319381,125.75349484686676,0.012609411456628195,0.06547553476376722,0.3608851484966245,0.24536458023079813,0.11552056826582638,1,0,1,2.543818957191266,578.2948429348145
one_shot_random,confirmation,20260427,sparse_partial_high_noise,low_skew,1.1919344353632797,-0.147975491251545,6,nan,85.33333333333333,0.6277363289326136,0.9166671520855108,0.6851351103875372,0.21615844703671563,0.5178771353225121,45.43182339495746,0.015864270216522702,0.04535789577916408,0.03928287846164058,0.166616192943388,-0.12733331448174742,0,0,1,2.395821861353057,204.4434655021275
persistent_mode_informed,confirmation,20260427,sparse_partial_high_noise,low_skew,1.1919344353632797,-0.147975491251545,6,nan,160.66666666666666,0.6185024759119226,0.898623959127253,0.6882581613898527,0.19580777627167534,0.4899107647879215,95.36278188714202,0.457382203615204,0.13708731000721436,0.16926623936981774,0.11462650127821672,0.054639738091601026,1,1,0,2.5019984988042134,401.98775880787696
one_shot_random,confirmation,20260427,sparse_partial_high_noise,mid_skew,0.8371333086222645,0.323964267389595,6,nan,93.66666666666667,0.4671933716953689,0.9168862632167887,0.5096033267794132,0.13051863421793355,0.3355145659568833,48.820854813097206,0.2411254405515957,0.00869331084021786,0.11945395972044166,0.1853020652878344,-0.06584810556739275,0,0,1,2.5706257608092336,240.78194626246488
persistent_mode_informed,confirmation,20260427,sparse_partial_high_noise,mid_skew,0.8371333086222645,0.323964267389595,6,nan,215.66666666666666,0.4378885236859134,0.8957007213372649,0.4888925241749522,0.09668560670264177,0.2500661288293289,123.08350665896052,0.2542532786435716,0.047723463951638505,0.20465545233309054,0.22726452415527287,-0.02260907182218233,0,0,1,2.586384207238077,557.7968606943454
one_shot_random,confirmation,20260427,sparse_partial_high_noise,high_skew,0.8731351834837112,-0.6812330477156526,52,nan,93.0,0.5670591495353219,0.9396560360806196,0.6042894072701535,0.17132654475086925,0.41864081789992036,46.32520197347596,0.3849262479068425,0.03721394646269516,0.23777035312524153,0.17490895333548317,0.06286139978975835,1,0,1,2.4435257015493543,227.24789024408997
persistent_mode_informed,confirmation,20260427,sparse_partial_high_noise,high_skew,0.8731351834837112,-0.6812330477156526,52,nan,186.33333333333334,0.5735176349392729,0.8733045864679331,0.6572193171589789,0.13956096250653643,0.3750349236712312,107.35295005046207,0.010547552426112494,0.07698921137664291,0.3120586003544174,0.227507922448092,0.0845506779063254,1,0,1,2.6872480258683953,500.7238821534777
legacy_random_5seed,calibration,20260410,sparse_partial_high_noise,low_skew,1.1217890161161423,0.1451518868676587,53,0.5782922416055778,83.2,0.5668153830038625,0.9192895345895782,0.6170786987485253,0.1814328606436998,0.4530325959445173,44.03877133577166,0.2628464709036928,0.0914045665370553,0.2457676370007412,0.1160922307785083,0.1296754062222328,1,1,0,2.4969710108755745,207.7479881048478
legacy_random_5seed,calibration,20260410,sparse_partial_high_noise,mid_skew,1.1386629736527398,-0.2053148391190289,6,0.6672410039975123,112.0,0.546755526774937,0.918766229420792,0.5956417164724126,0.1643109111335594,0.4223931211341434,59.75067057411851,0.3406810018691099,0.0607810298483278,0.1915332853138421,0.1164167094466362,0.0751165758672058,1,1,0,2.5706942749535893,287.91775879480207
legacy_random_5seed,calibration,20260410,sparse_partial_high_noise,high_skew,1.2163133874347725,-0.6622995711727697,22,0.7118870531237919,132.0,0.5695222580146424,0.9261441588664436,0.61624679384921,0.1481779001200775,0.3927023223285729,70.92967125560563,0.2735784721331865,0.037225584635945,0.1305500517974921,0.2014503430587152,-0.070900291261223,0,0,1,2.650208427573437,349.82751243969375
legacy_random_5seed,calibration,20260411,sparse_partial_high_noise,low_skew,1.159371427099871,0.1468696359607939,15,0.9553576451522248,60.2,0.2774963521412705,0.8633458012861934,0.3219125215475749,0.0705649669644581,0.1944980421886649,32.836761432872684,0.0750376757228756,0.0176089996065584,0.1605744654315958,0.1635681107359356,-0.0029936453043398,0,0,1,2.756297463163718,165.92910728245582
legacy_random_5seed,calibration,20260411,sparse_partial_high_noise,mid_skew,1.2226140284530431,0.2578962401373784,21,0.6110586613975559,101.2,0.6166075956607922,0.9087758049353484,0.6789673368250293,0.2038306714976631,0.4921006420506896,55.515560062945745,0.4198392212567315,0.0899041282381304,0.1692790132556211,0.195642379718776,-0.0263633664631548,0,0,1,2.4142619754950347,244.32331192009755
legacy_random_5seed,calibration,20260411,sparse_partial_high_noise,high_skew,1.2745425961678112,0.6954212915285561,18,0.5434076445960477,99.2,0.7573916103896113,0.8853329295449204,0.8551995734188637,0.2668587225620286,0.6183335227148614,55.09361908742805,0.522064288657915,0.0679663993972949,0.2139013500220753,0.2351945931028635,-0.0212932430807882,0,0,1,2.3170819168335566,229.8545261498888
legacy_random_5seed,calibration,20260412,sparse_partial_high_noise,low_skew,1.1685674195962412,0.148310884083885,32,0.829277371461042,91.0,0.417530701726666,0.9094204195533944,0.4601633536052875,0.108400298159141,0.2976066066428915,48.9149571993472,0.1825871537880534,0.0149840748999079,0.1581162484974381,0.1582754285566131,-0.000159180059175,0,0,1,2.7454408239776105,249.83511498196253
legacy_random_5seed,calibration,20260412,sparse_partial_high_noise,mid_skew,0.8812085887392607,0.4266360032401446,58,0.7459480354766436,15.2,0.2918848787044402,0.5655694569611018,0.5165813191695042,0.0841719292325677,0.2388461408711856,10.705942572861826,0.0918218748082745,0.0391384023403334,0.1486845378909916,0.1345152696615948,0.0141692682293967,1,1,0,2.8375984750646905,43.131496820983294
legacy_random_5seed,calibration,20260412,sparse_partial_high_noise,high_skew,0.791242631916462,-0.6767255273818573,1,0.5371664912460958,116.0,0.9049414500712466,0.8952899023519489,1.0122866678493383,0.2864411364715373,0.6780135345361993,63.754139365009586,0.5544414026463524,0.073541510907566,0.4241626497430562,0.2701675363454073,0.1539951133976488,1,0,1,2.367025702108068,274.57498144453587
legacy_random_5seed,calibration,20260416,sparse_partial_high_noise,low_skew,1.251449993747517,-0.0119788916078491,32,0.5929523989309361,94.4,0.6747641241018935,0.897427787439448,0.7526313736269886,0.2353451864500143,0.5686207536351031,51.25009421838524,0.4833797902008538,0.0819314242780566,0.104084984920019,0.210303700445357,-0.106218715525338,0,0,1,2.416113793513939,228.08114210771586
legacy_random_5seed,calibration,20260416,sparse_partial_high_noise,mid_skew,1.2419793681897893,-0.4476490776115618,12,0.520745691441466,102.8,0.686822949001196,0.9026830015305248,0.761735978575009,0.2483435201313554,0.5920508379706864,57.354803118880774,0.5383166464631396,0.0576731586027238,0.3075513713562529,0.2274529071386442,0.0800984642176086,1,0,1,2.383999531268364,245.07515181438782
legacy_random_5seed,calibration,20260416,sparse_partial_high_noise,high_skew,1.1866154632460388,0.6027915804267757,5,0.5435061560909835,123.0,0.8423572842061494,0.9100605016919991,0.9262150484791294,0.2942339422463644,0.7166568823973366,69.32580417954888,0.624076665767614,0.0688972979419467,0.272725773289443,0.114578290077822,0.158147483211621,1,1,0,2.435670318965457,299.5874492327512
legacy_random_5seed,calibration,20260417,sparse_partial_high_noise,low_skew,0.8118979550083474,-0.1806085087754579,29,0.6492393327361862,101.4,0.5398872197459053,0.9023913402736512,0.598813023412466,0.1568396053358759,0.4051062251042042,55.93279422448732,0.3181586779898219,0.0794047034203186,0.1013125871418843,0.1838688806644033,-0.082556293522519,0,0,1,2.5829331925040617,261.9094257199119
legacy_random_5seed,calibration,20260417,sparse_partial_high_noise,mid_skew,1.2619160489624313,0.2323158209543508,4,0.6015355120725714,106.4,0.920124625668097,0.8869612633276308,1.0391976435077577,0.2686322194269693,0.6357473146389717,57.575341739446586,0.0219538275672742,0.064662689182668,0.0095570584992729,0.2081607780953012,-0.1986037195960283,0,0,1,2.3666085685049336,251.80715168892496
legacy_random_5seed,calibration,20260417,sparse_partial_high_noise,high_skew,0.86848329444384,-0.6280079309469837,40,0.6403411630453155,86.2,0.5440473595068542,0.915078697627236,0.595370017071876,0.1792909692206242,0.436842789823974,48.540922004357505,0.3753261110235563,0.0804537297113372,0.151532562386928,0.1329955356539885,0.0185370267329395,1,1,0,2.436501901274909,210.0264638898972
legacy_random_5seed,calibration,20260418,sparse_partial_high_noise,low_skew,1.1668612367248918,-0.1459491665989377,41,0.9918081875746696,63.6,0.2780541861522917,0.8901399029574047,0.3133796389400217,0.0727606726501659,0.2078886566203106,34.737699616248875,0.0193121565561585,0.0161723711691663,0.1667596465510638,0.1599381404368513,0.0068215061142124,1,0,1,2.8571568429924317,181.71517521431863
legacy_random_5seed,calibration,20260418,sparse_partial_high_noise,mid_skew,0.8927899215802785,0.3123982883197941,15,0.8403635805319443,79.0,0.4048597642207223,0.908629744878238,0.446373900795954,0.109216962051564,0.3028991126727385,41.87434516570387,0.0319187398053562,0.0244903739220456,0.1651369936276721,0.1226975371278323,0.0424394564998397,1,1,0,2.773370584656638,219.09627618787442
legacy_random_5seed,calibration,20260418,sparse_partial_high_noise,high_skew,1.1985688418340448,0.4633307896967259,24,0.6293043304828976,104.2,0.6006100623526038,0.9179350204434956,0.6548741765900983,0.1966218515535756,0.4747084770012521,55.706011573702696,0.0465400590886221,0.0915221297304816,0.0200370700213543,0.171574196940579,-0.1515371269192247,0,0,1,2.4143220645930157,251.57235913059225
legacy_random_5seed,holdout,20260422,sparse_partial_high_noise,low_skew,0.881734382249758,0.17784105610841,54,0.99667844701073,56.8,0.2618496394140573,0.8639022515214432,0.3030607228365005,0.0684664614190621,0.187348760407483,31.69382965378542,0.0218162715560689,0.023382542368592,0.1202221442517722,0.1170906925294021,0.00313145172237,1,1,0,2.736358120283461,155.42514123210057
legacy_random_5seed,holdout,20260422,sparse_partial_high_noise,mid_skew,1.193340098604452,-0.2823661528628415,37,0.8986221462296736,70.8,0.3305921905846413,0.901543178313054,0.3672161293659498,0.0802375905561382,0.2313560527983276,38.17714725336077,0.1155060116752315,0.0233726421506257,0.2159116421372476,0.1821614570443757,0.0337501850928719,1,0,1,2.8833873040226963,204.1438211248069
legacy_random_5seed,holdout,20260422,sparse_partial_high_noise,high_skew,0.8058417417559449,-0.5118742378742865,56,0.70779492223395,108.8,0.516858257626248,0.9158486503226267,0.5653692766890297,0.1467503400757408,0.3885742637956881,59.15695724899983,0.3275829516986462,0.0474069328614318,0.2316302323283448,0.2145401368032635,0.0170900955250812,1,0,1,2.6478593572408604,288.0870980678056
legacy_random_5seed,holdout,20260423,sparse_partial_high_noise,low_skew,1.284002752037176,0.0928375717888188,29,0.6099831270590059,107.6,0.6624193071211382,0.894669016299224,0.7418365386638317,0.2199547397353184,0.5489336343840882,59.13492308359107,0.4557085879986672,0.0817870487371165,0.2168037784240018,0.2496270650407754,-0.0328232866167735,0,0,1,2.4956663018445466,268.5336940784732
legacy_random_5seed,holdout,20260423,sparse_partial_high_noise,mid_skew,1.248145134684595,-0.2693313050528414,37,0.7499151677441482,112.0,0.4382863718481329,0.9162501519275914,0.4788884627066866,0.1240937377920519,0.3408233611203972,61.10863694744243,0.2265652416216911,0.0273325300149769,0.3134354090294048,0.2403669157124846,0.0730684933169201,1,0,1,2.746499254821603,307.6079165400195
legacy_random_5seed,holdout,20260423,sparse_partial_high_noise,high_skew,1.1892117130269413,-0.6618817448914281,0,0.856627124516252,57.4,0.291478117793381,0.8654332265964177,0.3368142475365104,0.0726328523959228,0.2062140754272072,28.83761362183669,0.0539502568432213,0.0267159029516728,0.2505230835830342,0.1968574864720657,0.0536655971109685,1,0,1,2.839129481849365,162.96603225815355
legacy_random_5seed,holdout,20260424,sparse_partial_high_noise,low_skew,0.7901446823273661,-0.111493954288097,51,0.6568931677256151,110.0,0.5712137092713883,0.916341714924182,0.6238700791860337,0.1709586617846583,0.4374574252381528,59.12403023057696,0.0357191698130046,0.0703909143085659,0.3990535575967457,0.232868299256694,0.1661852583400516,1,0,1,2.5588491282783354,281.4734041106169
legacy_random_5seed,holdout,20260424,sparse_partial_high_noise,mid_skew,0.8649653549713395,-0.2613324334384325,2,0.721395694288011,92.6,0.4292899895975133,0.8884171253505851,0.4833741875704401,0.1239955538141182,0.3311195398519872,50.581919117261286,0.2659049045957024,0.0271873417713624,0.1166662392230799,0.1270523273348096,-0.0103860881117296,0,1,0,2.6704145995263193,247.28039191613715
legacy_random_5seed,holdout,20260424,sparse_partial_high_noise,high_skew,1.2822085684698488,0.4737218196896238,35,0.5071606081742754,91.8,0.7455928308527424,0.8907641935866668,0.8377302133744952,0.2784758601776214,0.6342187617217324,50.85616949795603,0.5683813192832111,0.0616138119149554,0.4320664546612452,0.251434294237807,0.1806321604234382,1,0,1,2.2774640467570224,209.07119949229462
legacy_random_5seed,confirmation,20260425,sparse_partial_high_noise,low_skew,1.1495547960554364,0.0352311642811305,17,0.820395891309359,89.0,0.3801279524610919,0.8959511365490849,0.4245383849928202,0.1005757835549857,0.2692471556302723,46.579535210118,0.0293387377433476,0.0312992122912076,0.24359221780553,0.1563544114842583,0.0872378063212716,1,0,1,2.6770574728459855,238.2581150832927
legacy_random_5seed,confirmation,20260425,sparse_partial_high_noise,mid_skew,1.1089816388146323,0.4107765071958683,48,0.7885969519203744,96.2,0.4817383003142186,0.9138922475192086,0.5281209404502063,0.1333745573821161,0.3649474971859128,53.17911879782931,0.2179161183367002,0.0259536950401999,0.0864433507403265,0.0914756639441575,-0.005032313203831,0,1,0,2.736260210439413,263.22823224427157
legacy_random_5seed,confirmation,20260425,sparse_partial_high_noise,high_skew,1.282653192784177,-0.5313299359465913,24,0.5305759162782319,110.6,0.8647974952922726,0.9070518247468872,0.9537672225713985,0.3064949557224681,0.7358460293574319,63.74690242485108,0.6667916770653108,0.0498151921480628,0.1670955021297657,0.1989941149478359,-0.0318986128180702,0,0,1,2.400842210345869,265.53314846425314
legacy_random_5seed,confirmation,20260426,sparse_partial_high_noise,low_skew,0.8367153816937006,-0.0972138036497584,58,0.7460834157242705,90.2,0.4795736144068042,0.9173436427096556,0.5230164988924114,0.1356703059645059,0.3674646150736613,49.99710932764298,0.3162609632284565,0.0611950462872743,0.0992377566584622,0.1496214053588145,-0.0503836487003522,0,1,0,2.708511709712557,244.30775621607262
legacy_random_5seed,confirmation,20260426,sparse_partial_high_noise,mid_skew,1.2188639297390595,-0.2911026935130036,30,0.543334855871309,105.6,0.6366183985369614,0.9026619265602428,0.7061048447538161,0.2279490313161397,0.5548657834374509,58.66422853199165,0.4649062627395391,0.0761162452210715,0.1140844346517531,0.2091634000165889,-0.0950789653648357,0,0,1,2.434165996668564,257.0479292482003
legacy_random_5seed,confirmation,20260426,sparse_partial_high_noise,high_skew,0.8019425689008923,-0.6495091928693849,42,0.6662746160269816,105.4,0.5136310551657424,0.9196930592918612,0.5592869610707524,0.1489334280656362,0.3879827759804786,57.89750659745546,0.3199484595669005,0.062169837106536,0.1699952587129394,0.1927046421590004,-0.0227093834460609,0,0,1,2.605075156159141,274.5749214591735
legacy_random_5seed,confirmation,20260427,sparse_partial_high_noise,low_skew,1.1919344353632797,-0.147975491251545,6,0.5927323741949319,85.6,0.6475824337714295,0.9032006737413056,0.7176462397293479,0.2195181625317737,0.5319589982820551,46.788448583250194,0.4817559821346436,0.0959329899250095,0.1286258232538499,0.1599793866042202,-0.0313535633503703,0,0,1,2.4233028817456272,207.43472667742566
legacy_random_5seed,confirmation,20260427,sparse_partial_high_noise,mid_skew,0.8371333086222645,0.323964267389595,6,0.7434967650956128,86.4,0.44755169851471,0.8881097807311302,0.504511181796189,0.1331625924566274,0.3454830998222858,46.59703034334376,0.2659049045957024,0.0175531310530634,0.1450566112086506,0.1720217421073938,-0.0269651308987432,0,0,1,2.5944455635344297,224.16009668937474
legacy_random_5seed,confirmation,20260427,sparse_partial_high_noise,high_skew,0.8731351834837112,-0.6812330477156526,52,0.6395177587806458,93.4,0.570426816928871,0.904560999413652,0.6309840853700888,0.1794657492251917,0.4388345101570119,52.05112743996743,0.3679343082068783,0.071993840089248,0.1509863957105777,0.1486076344590782,0.0023787612514994,1,1,0,2.445227067595723,228.3842081134405
